"","coordinatorCountry","countryName","coordinator","totalCost","latitude","longitude"
"14475","PT","Portugal","STAB VIDA INVESTIGACAO E SERVICOS EM CIENCIAS BIOLOGICAS LDA","1039500",39.6945,-8.13057
"14476","PT","Portugal","UNIVERSIDADE DE AVEIRO","154125",39.6945,-8.13057
"14477","PT","Portugal","IAPMEI - AGENCIA PARA A COMPETITIVIDADE E INOVACAO IP","60393.75",39.6945,-8.13057
"14478","PT","Portugal","INANOENERGY - CONSULTORIA, DESIGN,PRODUCAO E APLICACAO DE SOLUCOES ENERGETICAS RENOVAVEIS, LDA","86692.5",39.6945,-8.13057
"14479","PT","Portugal","TEKEVER ASDS","999976.25",39.6945,-8.13057
"14480","PT","Portugal","ICETA INSTITUTO DE CIENCIAS, TECNOLOGIAS E AGROAMBIENTE DA UNIVERSIDADE DO PORTO","2477046.25",39.6945,-8.13057
"14481","PT","Portugal","PAVNEXT - TECHNOLOGICAL PAVEMENTS LDA","71429",39.6945,-8.13057
"14482","PT","Portugal","INSTITUTO DE BIOLOGIA MOLECULAR E CELULAR-IBMC","1497520",39.6945,-8.13057
"14483","PT","Portugal","Instituto Superior de Agronomia","148635.6",39.6945,-8.13057
"14484","PT","Portugal","HORIZON BEHAVIOUR LDA","71429",39.6945,-8.13057
"14485","PT","Portugal","UNINOVA-INSTITUTO DE DESENVOLVIMENTO DE NOVAS TECNOLOGIAS-ASSOCIACAO","873000",39.6945,-8.13057
"14486","PT","Portugal","INSTITUTO DE BIOLOGIA MOLECULAR E CELULAR-IBMC","1491749",39.6945,-8.13057
"14487","PT","Portugal","Active Space Technologies, Actividades Aeroespaciais S.A.","499758.75",39.6945,-8.13057
"14488","PT","Portugal","FUNDACAO D. ANNA SOMMER CHAMPALIMAUD E DR. CARLOS MONTEZ CHAMPALIMAUD","148635.6",39.6945,-8.13057
"14489","PT","Portugal","CYBLIX UNIPESSOAL LDA","71429",39.6945,-8.13057
"14490","PT","Portugal","INSTITUTO DE BIOLOGIA MOLECULAR E CELULAR-IBMC","2323468",39.6945,-8.13057
"14491","PT","Portugal","STME-SISTEMAS DE MONITORIZACAO DE ESTRUTURAS, LDA","71429",39.6945,-8.13057
"14492","PT","Portugal","INSTITUTO DE MEDICINA MOLECULAR JOAO LOBO ANTUNES","1300000",39.6945,-8.13057
"14493","PT","Portugal","Active Space Technologies, Actividades Aeroespaciais S.A.","500276.25",39.6945,-8.13057
"14494","PT","Portugal","UNIVERSIDADE DE COIMBRA","500000",39.6945,-8.13057
"14495","PT","Portugal","MESHPORTO LDA","71429",39.6945,-8.13057
"14496","PT","Portugal","ATEP - AMKOR TECHNOLOGY PORTUGAL SA","2.97349725E7",39.6945,-8.13057
"14497","PT","Portugal","SENSEFINITY, LDA","71429",39.6945,-8.13057
"14498","PT","Portugal","UNIVERSIDADE DE EVORA","1030500",39.6945,-8.13057
"14499","PT","Portugal","INOVA+ - INNOVATION SERVICES, SA","2598794.64",39.6945,-8.13057
"14500","PT","Portugal","CENTRO DE NEUROCIENCIAS E BIOLOGIACELULAR ASSOCIACAO","3202195.68",39.6945,-8.13057
"14501","PT","Portugal","CENTRO DE ESTUDOS SOCIAIS","1.374222864E7",39.6945,-8.13057
"14502","PT","Portugal","FUNDACAO CALOUSTE GULBENKIAN","1999500",39.6945,-8.13057
"14503","PT","Portugal","PRO DRONE SA","71429",39.6945,-8.13057
"14504","PT","Portugal","MAGNOMICS SA","71429",39.6945,-8.13057
"14505","PT","Portugal","FUNDACAO D. ANNA SOMMER CHAMPALIMAUD E DR. CARLOS MONTEZ CHAMPALIMAUD","148635.6",39.6945,-8.13057
"14506","PT","Portugal","XAREVISION, SA","71429",39.6945,-8.13057
"14507","PT","Portugal","IPATIMUP - INSTITUTO DE PATOLOGIA E IMUNOLOGIA MOLECULAR DA UNIVERSIDADE DO PORTO PCUP","148635.6",39.6945,-8.13057
"14508","PT","Portugal","UBQ II LDA","1147826.25",39.6945,-8.13057
"14509","PT","Portugal","UNIVERSIDADE NOVA DE LISBOA","2533500",39.6945,-8.13057
"14510","PT","Portugal","INSTITUTO DE MEDICINA MOLECULAR JOAO LOBO ANTUNES","5899250",39.6945,-8.13057
"14511","PT","Portugal","UNIVERSIDADE DO PORTO","2283926.12",39.6945,-8.13057
"14512","PT","Portugal","NOVA ID FCT - ASSOCIACAO PARA A INOVACAO E DESENVOLVIMENTO DA FCT","1999375",39.6945,-8.13057
"14513","PT","Portugal","NUADA, LDA","71429",39.6945,-8.13057
"14514","PT","Portugal","ORIZONVISION LDA","71429",39.6945,-8.13057
"14515","PT","Portugal","FCIENCIAS.ID - ASSOCIACAO PARA A INVESTIGACAO E DESENVOLVIMENTO DE CIENCIAS","1231319",39.6945,-8.13057
"14516","PT","Portugal","XHOCKWARE SA","71429",39.6945,-8.13057
"14517","RO","Romania","UNIVERSITATEA TEHNICA CLUJ-NAPOCA","999443.75",46,25
"14518","RO","Romania","INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE PENTRU GEOLOGIE SI GEOECOLOGIE MARINA-GEOECOMAR","3996405",46,25
"14519","RO","Romania","UNIVERSITATEA ALEXANDRU IOAN CUZA DIN IASI","867205",46,25
"14520","RO","Romania","UNIVERSITATEA POLITEHNICA DIN BUCURESTI","1325000",46,25
"14521","RO","Romania","UNIVERSITATEA TRANSILVANIA DIN BRASOV","975625",46,25
"14522","RO","Romania","CAMERA DE COMERT, INDUSTRIE, NAVIGATIE SI AGRICULTURA CONSTANTA","97768.75",46,25
"14523","RO","Romania","UNIVERSITATEA TEHNICA CLUJ-NAPOCA","1246860",46,25
"14524","RO","Romania","TARGET ACTIVE TRAINING","150000",46,25
"14525","RO","Romania","AMA ROMANIA SRL","929011.25",46,25
"14526","RO","Romania","UNIVERSITATEA DIN BUCURESTI","125422.8",46,25
"14527","RO","Romania","UNIVERSITATEA POLITEHNICA DIN BUCURESTI","137422.8",46,25
"14528","RO","Romania","UNIVERSITATEA ALEXANDRU IOAN CUZA DIN IASI","118316.25",46,25
"14529","RO","Romania","SIVECO ROMANIA SA","3226375",46,25
"14530","RO","Romania","INDECO SOFT SRL","71429",46,25
"14531","RO","Romania","INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE PENTRU FIZICA LASERILOR PLASMEI SI RADIATIEI","1066112.5",46,25
"14532","RO","Romania","UNIVERSITATEA DE STIINTE AGRONOMICE SI MEDICINA VETERINARA DIN BUCURESTI","1097020",46,25
"14533","RO","Romania","NATIONAL INSTITUTE OF RESEARCH AND DEVELOPMENT FOR OPTOELECTRONICS","1000000",46,25
"14534","RO","Romania","REGIONAL DEVELOPMENT AGENCY OF THE WEST REGION ROMANIA","79647.4",46,25
"14535","RO","Romania","VITALITY MEDIA SRL","71429",46,25
"14536","RO","Romania","INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE PENTRU METALE NEFEROASE SIRARE-IMNR","996000",46,25
"14537","RO","Romania","BIT TECHNOLOGIES RO SOCIETATE CU RASPUNDERE LIMITATA-DEBUTANT","71429",46,25
"14538","RO","Romania","UNIVERSITATEA DE STIINTE AGRONOMICE SI MEDICINA VETERINARA DIN BUCURESTI","580500",46,25
"14539","RO","Romania","REGIONAL DEVELOPMENT AGENCY OF THE WEST REGION ROMANIA","56546.25",46,25
"14540","RO","Romania","AGENTIA PENTRU DEZVOLTARE REGIONALASUD-MUNTENIA","109775",46,25
"14541","RO","Romania","AGENTIA PENTRU DEZVOLTARE REGIONALASUD-MUNTENIA","76765",46,25
"14542","RO","Romania","AGENTIA NATIONALA DE CADASTRU SI PUBLICITATE IMOBILIARA","498500",46,25
"14543","RO","Romania","CAMERA DE COMERT INDUSTRIE SI AGRICULTURA TIMIS","13960",46,25
"14544","RO","Romania","UNIVERSITATEA DE MEDICINA SI FARMACIE IULIU HATIEGANU CLUJ-NAPOCA","399750",46,25
"14545","RO","Romania","UNIVERSITATEA POLITEHNICA DIN BUCURESTI","185925",46,25
"14546","RO","Romania","CAMERA DE COMERT, INDUSTRIE, NAVIGATIE SI AGRICULTURA CONSTANTA","119350",46,25
"14547","RO","Romania","INSTITUTUL DE CHIMIE MACROMOLECULARA PETRU PONI","2740625",46,25
"14548","RO","Romania","SOFTWARE & DESIGN INNOVATIONS SRL","71429",46,25
"14549","RO","Romania","UNIVERSITATEA POLITEHNICA DIN BUCURESTI","999493.75",46,25
"14550","RO","Romania","UNIVERSITATEA DIN BUCURESTI","671875",46,25
"14551","RO","Romania","INSTITUTUL NATIONAL DE CERCETAREDEZVOLTARE PENTRU MICROTEHNOLOGIE","125422.8",46,25
"14552","RO","Romania","ASOCIATIA INVENIO","144000",46,25
"14553","RO","Romania","UNIVERSITATEA TEHNICA CLUJ-NAPOCA","1409046.14",46,25
"14554","RO","Romania","UNIVERSITATEA BABES BOLYAI","1500000",46,25
"14555","RO","Romania","FUNDATIA CENTRUL ROMAN PENTRU INTREPRINDERI MICI SI MIJLOCII","18000",46,25
"14556","RO","Romania","UNIVERSITATEA STEFAN CEL MARE DIN SUCEAVA","954000",46,25
"14557","RO","Romania","AGENTIA DE DEZVOLTARE REGIONALA NORD-VEST","58350",46,25
"14558","RO","Romania","FUNDATIA NOUA EUROPA","1437500",46,25
"14559","RO","Romania","AGENTIA DE DEZVOLTARE REGIONALA NORD-VEST","100590",46,25
"14560","RO","Romania","SIVECO ROMANIA SA","5064437.5",46,25
"14561","RS","Serbia","DRUSTVO ZA KONSALTING, RAZVOJ I IMPLEMENTACIJU INFORMACIONIH I KOMUNIKACIONIH TEHNOLOGIJA DUNAVNET DOO NOVI SAD","6870811.25",44.81892,20.45998
"14562","RS","Serbia","INSTITUT ZA BIOLOSKA ISTRAZIVANJA","185550",44.81892,20.45998
"14563","RS","Serbia","SWIFTTY DOO BEOGRAD-ZVEZDARA","71429",44.81892,20.45998
"14564","RS","Serbia","ISTRAZIVACKO RAZVOJNI CENTAR ZA BIOINZENJERING BIOIRC DOO","5507441.25",44.81892,20.45998
"14565","RS","Serbia","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","433720",44.81892,20.45998
"14566","RS","Serbia","DOO ZA PROIZVODNJU I USLUGE ALFA KLIMA KNJAZENAC","71429",44.81892,20.45998
"14567","RS","Serbia","UNIVERZITET U NOVOM SADU FAKULTET TEHNICKIH NAUKA","112700",44.81892,20.45998
"14568","RS","Serbia","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","580500",44.81892,20.45998
"14569","RS","Serbia","UNIVERZITET U NOVOM SADU FAKULTET TEHNICKIH NAUKA","240172.2",44.81892,20.45998
"14570","RS","Serbia","UNIVERZITET U NOVOM SADU FAKULTET TEHNICKIH NAUKA","118000",44.81892,20.45998
"14571","RS","Serbia","PRIVREDNA KOMORA SRBIJE","45050",44.81892,20.45998
"14572","RS","Serbia","INSTITUT ZA MOLEKULARNU GENETIKU I GENETICKO INZENJERSTVO","163755",44.81892,20.45998
"14573","RS","Serbia","INSTITUT ZA FIZIKU","1356000",44.81892,20.45998
"14574","RS","Serbia","CPNU -  CENTAR ZA PROMOCIJU NAUKE IUMETNOSTI DRUSTVO SA OGRANICENOM ODGOVORNOSCU BEOGRAD","181679",44.81892,20.45998
"14575","RS","Serbia","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","364500",44.81892,20.45998
"14576","RS","Serbia","UNIVERZITET U NOVOM SADU","333000",44.81892,20.45998
"14577","RS","Serbia","INOSENS DOO NOVI SAD","77075",44.81892,20.45998
"14578","RS","Serbia","Univerzitet u Beogradu - Saobracajni fakultet","534157.5",44.81892,20.45998
"14579","RS","Serbia","Univerzitet u Novom Sadu, Poljoprivredni fakultet Novi Sad","2988658.75",44.81892,20.45998
"14580","RS","Serbia","NATIONAL AGENCY FOR REGIONAL DEVELPMENT","14437.5",44.81892,20.45998
"14581","RS","Serbia","FACULTY OF BIOLOGY OF THE UNIVERSITY OF BELGRADE","954000",44.81892,20.45998
"14582","RS","Serbia","PRIVREDNA KOMORA SRBIJE","21999.98",44.81892,20.45998
"14583","RS","Serbia","FAKULTET ZA MASINSTVO I GRADJEVINARSTVO U KRALJEVO UNIVERZITETA U KRAGUJEVCU","468000",44.81892,20.45998
"14584","RS","Serbia","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","1.400347375E7",44.81892,20.45998
"14585","RS","Serbia","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","1714880",44.81892,20.45998
"14586","RS","Serbia","BIOGRANUM DOO ZA ISTRAZIVANJE RAZVOJ USLUGE I KONSALTING U AGRIO BIOGEHNOLOGIJI NOVI SAD","71429",44.81892,20.45998
"14587","RS","Serbia","MYSKIN DOO BEOGRAD (STARI GRAD)","71429",44.81892,20.45998
"14588","RS","Serbia","INSTITUTE FOR FOOD TECHNOLOGY OF NOVI SAD","999281.25",44.81892,20.45998
"14589","RS","Serbia","PREDUZECE ZA PROJEKTOVANJE INZENJERING KONSALTING I POSLOVNE USLUGE AEDES COOP DOO BEOGRAD-ZEMUN","71429",44.81892,20.45998
"14590","RS","Serbia","MYSKIN DOO BEOGRAD (STARI GRAD)","2304782.5",44.81892,20.45998
"14591","RS","Serbia","Univerzitet u Novom Sadu, Poljoprivredni fakultet Novi Sad","931745",44.81892,20.45998
"14592","SE","Sweden","RISE RESEARCH INSTITUTES OF SWEDEN AB","3928852.04",62,15
"14593","SE","Sweden","CHALMERS TEKNISKA HOEGSKOLA AB","1489981.25",62,15
"14594","SE","Sweden","UPPSALA UNIVERSITET","1500000",62,15
"14595","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","3863978.28",62,15
"14596","SE","Sweden","STOCKHOLMS UNIVERSITET","173857.2",62,15
"14597","SE","Sweden","STOCKHOLMS UNIVERSITET","1497650.02",62,15
"14598","SE","Sweden","UPPSALA UNIVERSITET","149375",62,15
"14599","SE","Sweden","LINKOPINGS UNIVERSITET","173857.2",62,15
"14600","SE","Sweden","STOCKHOLMS UNIVERSITET","1491966.75",62,15
"14601","SE","Sweden","LUNDS UNIVERSITET","150000",62,15
"14602","SE","Sweden","SALIXENERGI EUROPA AB","71429",62,15
"14603","SE","Sweden","LUNDS UNIVERSITET","2621251",62,15
"14604","SE","Sweden","LINNEUNIVERSITETET","7263332.5",62,15
"14605","SE","Sweden","LUNDS UNIVERSITET","1969445",62,15
"14606","SE","Sweden","LINNEUNIVERSITETET","173857.2",62,15
"14607","SE","Sweden","KAROLINSKA INSTITUTET","1941531",62,15
"14608","SE","Sweden","OPTIXMARINE AB","71429",62,15
"14609","SE","Sweden","UPPSALA UNIVERSITET","1500000",62,15
"14610","SE","Sweden","OREBRO UNIVERSITY","3817417.7",62,15
"14611","SE","Sweden","HOVDING SVERIGE AB","1967770",62,15
"14612","SE","Sweden","LUNDS UNIVERSITET","173857.2",62,15
"14613","SE","Sweden","STOCKHOLMS UNIVERSITET","1475636",62,15
"14614","SE","Sweden","LUNDS UNIVERSITET","173857.2",62,15
"14615","SE","Sweden","LUNDS UNIVERSITET","1498732",62,15
"14616","SE","Sweden","KAROLINSKA INSTITUTET","1500000",62,15
"14617","SE","Sweden","CIMCO MARINE AB","71429",62,15
"14618","SE","Sweden","KAROLINSKA INSTITUTET","149365",62,15
"14619","SE","Sweden","UPPSALA UNIVERSITET","1494880",62,15
"14620","SE","Sweden","SVERIGES GEOLOGISKA UNDERSOKNING","1498691.25",62,15
"14621","SE","Sweden","CHALMERS TEKNISKA HOEGSKOLA AB","173857.2",62,15
"14622","SE","Sweden","LUNDS UNIVERSITET","4244996.25",62,15
"14623","SE","Sweden","KAROLINSKA INSTITUTET","1812500",62,15
"14624","SE","Sweden","STOCKHOLMS UNIVERSITET","1500000",62,15
"14625","SE","Sweden","LINNEUNIVERSITETET","103500",62,15
"14626","SE","Sweden","UMEA UNIVERSITET","185857.2",62,15
"14627","SE","Sweden","SWEDISH HYDRO SOLUTIONS AB","71429",62,15
"14628","SE","Sweden","IGNITIA AB","71429",62,15
"14629","SE","Sweden","GOETEBORGS UNIVERSITET","173857.2",62,15
"14630","SE","Sweden","POWERSWAP AB","71429",62,15
"14631","SE","Sweden","GOETEBORGS UNIVERSITET","185857.2",62,15
"14632","SE","Sweden","EUROPEAN SPALLATION SOURCE ERIC","19941964",62,15
"14633","SE","Sweden","KARLSTADS UNIVERSITET","3376517.4",62,15
"14634","SE","Sweden","RDOT AB","71429",62,15
"14635","SE","Sweden","GOETEBORGS UNIVERSITET","185857.2",62,15
"14636","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","1499952",62,15
"14637","SE","Sweden","GREENELY AB","71429",62,15
"14638","SE","Sweden","LUNDS UNIVERSITET","30960037",62,15
"14639","SE","Sweden","KAROLINSKA INSTITUTET","3846736.44",62,15
"14640","SE","Sweden","LUNDS UNIVERSITET","2498869",62,15
"14641","SE","Sweden","Denator AB","71429",62,15
"14642","SE","Sweden","FOLKHALSOMYNDIGHETEN","5999659.8",62,15
"14643","SE","Sweden","APPLIED NANO SURFACES SWEDEN AB","71429",62,15
"14644","SE","Sweden","UPPSALA UNIVERSITET","3310405",62,15
"14645","SE","Sweden","GOETEBORGS UNIVERSITET","173857.2",62,15
"14646","SE","Sweden","ROTTNEROS PACKAGING AB","1.116644288E7",62,15
"14647","SE","Sweden","UPPSALA UNIVERSITET","1121660",62,15
"14648","SE","Sweden","RMBLSTRIP AB","71429",62,15
"14649","SE","Sweden","OPSIS AB","3297500",62,15
"14650","SE","Sweden","INFICURE BIO AKTIEBOLAG","71429",62,15
"14651","SE","Sweden","LUNDS UNIVERSITET","2325292",62,15
"14652","SE","Sweden","LUNDS UNIVERSITET","1492011",62,15
"14653","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","4307070",62,15
"14654","SE","Sweden","LUNDS UNIVERSITET","1496625",62,15
"14655","SE","Sweden","INDEX PHARMACEUTICALS AB","71429",62,15
"14656","SE","Sweden","STOCKHOLMS UNIVERSITET","185857.2",62,15
"14657","SE","Sweden","RAYBASED AB (PUBL)","71429",62,15
"14658","SE","Sweden","LUNDS UNIVERSITET","150000",62,15
"14659","SE","Sweden","UPPSALA UNIVERSITET","1968750",62,15
"14660","SE","Sweden","UPPSALA UNIVERSITET","2500000",62,15
"14661","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","2568125",62,15
"14662","SE","Sweden","OCEAN HARVESTING TECHNOLOGIES AB","71429",62,15
"14663","SE","Sweden","LUNDS UNIVERSITET","1268076",62,15
"14664","SE","Sweden","KAROLINSKA INSTITUTET","265059",62,15
"14665","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","173857.2",62,15
"14666","SE","Sweden","MD BIOMEDICAL AB","71429",62,15
"14667","SE","Sweden","LUNDS UNIVERSITET","185857.2",62,15
"14668","SE","Sweden","LUNDS UNIVERSITET","185857.2",62,15
"14669","SE","Sweden","MALMO UNIVERSITET","2982879",62,15
"14670","SE","Sweden","RISE RESEARCH INSTITUTES OF SWEDEN AB","4323978.75",62,15
"14671","SE","Sweden","LINKOPINGS UNIVERSITET","1043441.28",62,15
"14672","SE","Sweden","LUNDS UNIVERSITET","173857.2",62,15
"14673","SE","Sweden","STARCOUNTER AB","3122872.5",62,15
"14674","SE","Sweden","CINNOBER FINANCIAL TECHNOLOGY AB","3148200",62,15
"14675","SE","Sweden","KAROLINSKA INSTITUTET","150000",62,15
"14676","SE","Sweden","LUNDS UNIVERSITET","1203627",62,15
"14677","SE","Sweden","STOCKHOLMS UNIVERSITET","1299165",62,15
"14678","SE","Sweden","KAROLINSKA INSTITUTET","149693",62,15
"14679","SE","Sweden","DOREMIR MUSIC RESEARCH AB","2980375",62,15
"14680","SE","Sweden","LUNDS UNIVERSITET","185857.2",62,15
"14681","SE","Sweden","RISE RESEARCH INSTITUTES OF SWEDEN AB","3502075.75",62,15
"14682","SE","Sweden","TENSTAR SIMULATION AB","71429",62,15
"14683","SE","Sweden","UPPSALA UNIVERSITET","5217843.75",62,15
"14684","SE","Sweden","SCANDECON AB","71429",62,15
"14685","SE","Sweden","FURHAT ROBOTICS AB","71429",62,15
"14686","SE","Sweden","LUNDS UNIVERSITET","1500000",62,15
"14687","SE","Sweden","LUNDS UNIVERSITET","2000000",62,15
"14688","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","185857.2",62,15
"14689","SE","Sweden","UPPSALA UNIVERSITET","1404000",62,15
"14690","SE","Sweden","LUNDS UNIVERSITET","5470000",62,15
"14691","SE","Sweden","GPX MEDICAL AB","71429",62,15
"14692","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","146897",62,15
"14693","SE","Sweden","CARBIOTIX AB","71429",62,15
"14694","SE","Sweden","CINTOC AB","1856500",62,15
"14695","SE","Sweden","UPPSALA UNIVERSITET","12000001",62,15
"14696","SE","Sweden","INTERNATIONAL FEDERATION OF ORGANIC AGRICULTURE MOVEMENTS EUROPEAN UNION REGIONAL GROUP","2185377.5",62,15
"14697","SE","Sweden","Nordic Ground Support Equipment AB","71429",62,15
"14698","SE","Sweden","OREBRO UNIVERSITY","6987715.36",62,15
"14699","SE","Sweden","ARNE JENSEN AB","71429",62,15
"14700","SE","Sweden","GOETEBORGS UNIVERSITET","185857.2",62,15
"14701","SE","Sweden","GOETEBORGS UNIVERSITET","3867561",62,15
"14702","SE","Sweden","TOTALFORSVARETS FORSKNINGSINSTITUT","3498868.75",62,15
"14703","SE","Sweden","UPPSALA UNIVERSITET","1835361.25",62,15
"14704","SE","Sweden","WATTY AB","71429",62,15
"14705","SE","Sweden","CHALMERS TEKNISKA HOEGSKOLA AB","4007085",62,15
"14706","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","9977271.01",62,15
"14707","SE","Sweden","LUNDS UNIVERSITET","1990895",62,15
"14708","SE","Sweden","KAROLINSKA INSTITUTET","185857.2",62,15
"14709","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","185857.2",62,15
"14710","SE","Sweden","LUNDS UNIVERSITET","185857.2",62,15
"14711","SE","Sweden","LUNDS UNIVERSITET","3129428.16",62,15
"14712","SE","Sweden","CHALMERS TEKNISKA HOEGSKOLA AB","7859181.25",62,15
"14713","SE","Sweden","GOETEBORGS UNIVERSITET","185857.2",62,15
"14714","SE","Sweden","LINKOPINGS UNIVERSITET","6030052.5",62,15
"14715","SE","Sweden","REN FUEL K2B AB","71429",62,15
"14716","SE","Sweden","LUNDS UNIVERSITET","2000000",62,15
"14717","SE","Sweden","UPPSALA UNIVERSITET","185857.2",62,15
"14718","SE","Sweden","PRISMATIC SENSORS AB","71429",62,15
"14719","SE","Sweden","UMEA UNIVERSITET","1499544",62,15
"14720","SE","Sweden","PEXA AB","71429",62,15
"14721","SE","Sweden","LINKOPINGS UNIVERSITET","634500",62,15
"14722","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","3997458.75",62,15
"14723","SE","Sweden","KAROLINSKA INSTITUTET","2279406",62,15
"14724","SE","Sweden","XVIVO PERFUSION AKTIEBOLAG","71429",62,15
"14725","SE","Sweden","WESTINGHOUSE ELECTRIC SWEDEN AB","2053913.75",62,15
"14726","SE","Sweden","GOETEBORGS UNIVERSITET","2500000",62,15
"14727","SE","Sweden","VERIGRAFT AB","2184603.75",62,15
"14728","SE","Sweden","KAROLINSKA INSTITUTET","2500000",62,15
"14729","SE","Sweden","ALTEN SVERIGE AKTIEBOLAG","1.151339819E7",62,15
"14730","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","2000000",62,15
"14731","SE","Sweden","UPPSALA UNIVERSITET","173857.2",62,15
"14732","SE","Sweden","LINKOPINGS UNIVERSITET","852728.75",62,15
"14733","SE","Sweden","CLEANERGY AB","71429",62,15
"14734","SE","Sweden","INSPLORION SENSOR SYSTEMS AB","71429",62,15
"14735","SE","Sweden","REVIBE ENERGY AB","71429",62,15
"14736","SE","Sweden","CHALMERS TEKNISKA HOEGSKOLA AB","3138121.88",62,15
"14737","SE","Sweden","UPPSALA UNIVERSITET","1706250",62,15
"14738","SE","Sweden","LINKOPINGS UNIVERSITET","173857.2",62,15
"14739","SE","Sweden","KAROLINSKA INSTITUTET","173857.2",62,15
"14740","SE","Sweden","LUNDS UNIVERSITET","185857.2",62,15
"14741","SE","Sweden","SWEGAN AB","71429",62,15
"14742","SE","Sweden","UPPSALA UNIVERSITET","1491013",62,15
"14743","SE","Sweden","STOCKHOLMS UNIVERSITET","1969599",62,15
"14744","SE","Sweden","THUNDERMAPS AB","1046000",62,15
"14745","SE","Sweden","SCANDINAVIAN BIOPHARMA HOLDING AB","2992750",62,15
"14746","SE","Sweden","LIPUM AB","71429",62,15
"14747","SE","Sweden","LUNDS UNIVERSITET","1973764",62,15
"14748","SE","Sweden","UPPSALA UNIVERSITET","2496972",62,15
"14749","SE","Sweden","WINDAK AB","71429",62,15
"14750","SE","Sweden","KAROLINSKA INSTITUTET","1999968",62,15
"14751","SE","Sweden","SOLELIA GREETECH AB","71429",62,15
"14752","SE","Sweden","FOLKHALSOMYNDIGHETEN","4300935",62,15
"14753","SE","Sweden","FERROAMP ELEKTRONIK AB","71429",62,15
"14754","SE","Sweden","DAFO BRAND AKTIEBOLAG","71429",62,15
"14755","SE","Sweden","LINNEUNIVERSITETET","3999885",62,15
"14756","SE","Sweden","ZEROPOINT TECHNOLOGIES AB","71429",62,15
"14757","SE","Sweden","LULEA TEKNISKA UNIVERSITET","5906642.75",62,15
"14758","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","1500000",62,15
"14759","SE","Sweden","GOETEBORGS UNIVERSITET","173857.2",62,15
"14760","SE","Sweden","UPPSALA UNIVERSITET","1610000",62,15
"14761","SE","Sweden","CHALMERS TEKNISKA HOEGSKOLA AB","1266750",62,15
"14762","SE","Sweden","LUNDS UNIVERSITET","232551",62,15
"14763","SE","Sweden","CHALMERS TEKNISKA HOEGSKOLA AB","4193147.5",62,15
"14764","SE","Sweden","UMEA UNIVERSITET","1.255605625E7",62,15
"14765","SE","Sweden","ECHANDIA MARINE SWEDEN AB","1739375",62,15
"14766","SE","Sweden","INVENTECH EUROPE AB","2984375",62,15
"14767","SE","Sweden","KAROLINSKA INSTITUTET","2480889",62,15
"14768","SE","Sweden","UMEA UNIVERSITET","3874726.44",62,15
"14769","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","185857.2",62,15
"14770","SE","Sweden","CARR HANSSON KINETICS AB","71429",62,15
"14771","SE","Sweden","KAROLINSKA INSTITUTET","2149227.5",62,15
"14772","SE","Sweden","KAROLINSKA INSTITUTET","1923262.5",62,15
"14773","SE","Sweden","UPPSALA UNIVERSITET","1621940",62,15
"14774","SE","Sweden","VE'RTEX SWEDEN AB","71429",62,15
"14775","SE","Sweden","LULEA TEKNISKA UNIVERSITET","3811804.92",62,15
"14776","SE","Sweden","ALZINOVA AB","71429",62,15
"14777","SE","Sweden","STOCKHOLMS UNIVERSITET","4110758.75",62,15
"14778","SE","Sweden","KUNGLIGA TEKNISKA HOEGSKOLAN","150000",62,15
"14779","SE","Sweden","SVENSK KARNBRANSLEHANTERING AKTIEBOLAG","4692067.5",62,15
"14780","SE","Sweden","GREINON ENGINEERING AB","71429",62,15
"14781","SE","Sweden","LUNDS UNIVERSITET","4996180",62,15
"14782","SE","Sweden","CHALMERS TEKNISKA HOEGSKOLA AB","185857.2",62,15
